AuthorID,Author,Date,Content,Attachments,Reactions
1383647062528364645,adam,2025-06-23T11:19:43.1240000-07:00,Be freaky,,
1383647062528364645,adam,2025-06-24T06:55:07.2880000-07:00,I need to use freaky font,,
1248408198470307882,gabriel,2025-07-05T23:21:47.5210000-07:00,ON SKILLSHARE,,
1383647062528364645,adam,2025-07-05T23:27:28.4620000-07:00,diealateshun,,
1383647062528364645,adam,2025-07-05T23:38:56.9290000-07:00,SKILLSHARE,,
1383647062528364645,adam,2025-07-05T23:45:23.0470000-07:00,hello,,
1383647062528364645,adam,2025-07-05T23:48:23.5940000-07:00,i hate you,,
1383647062528364645,adam,2025-07-05T23:52:48.4580000-07:00,IM GOING TO KILL MYSELF,,
1383647062528364645,adam,2025-07-05T23:54:17.0960000-07:00,DO YOU GUYS HATE ME,,
1248408198470307882,gabriel,2025-06-24T18:42:51.9870000-07:00,hello,,
1383647062528364645,adam,2025-06-24T19:01:10.2130000-07:00,SERIOUSLY GO AND DIE,,
1248408198470307882,gabriel,2025-06-24T19:02:56.1850000-07:00,do you hate zohran madami,,
1383647062528364645,adam,2025-06-24T07:52:41.8920000-07:00,EVIL GREMLIN,,
1383647062528364645,adam,2025-06-24T07:52:45.7340000-07:00,WHATEVER,,
1383647062528364645,adam,2025-07-20T00:16:38.7080000-07:00,"the statement ""i directly took painkillers"" makes me suspect he is trying to hide or cover up something (the euphemism) he takes a look at his computer and theres this convoluted mess",,
1351409596840808468,liam,2025-07-20T00:18:54.9370000-07:00,Yes looking deeper on things can be a skill but overthinking can be bad so try not to drift into the realm of over thinking,,
1383647062528364645,adam,2025-07-20T00:50:08.9130000-07:00,naw that evil 😈,,
1248408198470307882,gabriel,2025-06-24T06:59:45.6740000-07:00,hello child,,
1383647062528364645,adam,2025-07-06T03:01:23.1380000-07:00,HELL BE PROUD,,
1351409596840808468,liam,2025-07-06T02:20:02.4320000-07:00,Come on ladies come on,,
1383647062528364645,adam,2025-07-20T02:29:44.2100000-07:00,I WAS JUST LEARNING ABOUT HOW DICTATORS DIED,,
1383647062528364645,adam,2025-07-20T02:30:28.4060000-07:00,NICOLAE CEAUSESCU DIED BY EXECUTION,,
1351409596840808468,liam,2025-07-06T01:01:58.6430000-07:00,Shut up I know,,
1351409596840808468,liam,2025-07-06T01:05:44.3590000-07:00,Someone kill Adam,,
1351409596840808468,liam,2025-07-06T01:06:05.3080000-07:00,Shut up,,
1383647062528364645,adam,2025-07-06T01:06:17.1980000-07:00,you evil,,
1383647062528364645,adam,2025-07-06T01:07:58.0200000-07:00,eviler,,
1351409596840808468,liam,2025-07-06T01:09:52.8890000-07:00,Shut up dirty black NIG-,,
1351409596840808468,liam,2025-07-06T01:15:26.1670000-07:00,Hello goon master,,
1351409596840808468,liam,2025-07-06T01:20:25.2900000-07:00,Master the woman is killing the vibe can we kill her,,
1351409596840808468,liam,2025-07-06T01:29:11.2990000-07:00,Shut up,,
1383647062528364645,adam,2025-06-25T17:17:10.1250000-07:00,DIE,,
1383647062528364645,adam,2025-06-25T17:25:27.4360000-07:00,before i die,,
1383647062528364645,adam,2025-06-25T17:34:09.7580000-07:00,EVIL,,
1383647062528364645,adam,2025-06-29T20:02:06.1030000-07:00,STUPID LITTLE NO WIFI,,
1351409596840808468,liam,2025-06-19T19:12:09.7960000-07:00,BRO KNOW SHELL CRASH OUT BRO,,
1351409596840808468,liam,2025-06-19T19:13:07.7050000-07:00,https://tenor.com/view/gay-michael-myers-friday-killer-friday-the13th-gif-16079237,,
1383647062528364645,adam,2025-06-22T07:17:13.4910000-07:00,evil gremlin,,
1351409596840808468,liam,2025-06-27T22:34:59.2610000-07:00,i hate you,,
1351409596840808468,liam,2025-06-27T22:47:36.7030000-07:00,OR ILL KILL YOU,,
1351409596840808468,liam,2025-07-05T22:54:38.5040000-07:00,Is she died,,
1351409596840808468,liam,2025-07-13T21:13:18.9960000-07:00,Yep his parents hate him,,
1383647062528364645,adam,2025-07-13T23:33:31.3660000-07:00,hello,,
1351409596840808468,liam,2025-07-13T23:44:40.6790000-07:00,Stupid,,
1383647062528364645,adam,2025-07-13T23:47:21.5920000-07:00,im not stupid,,
1383647062528364645,adam,2025-07-16T19:41:11.7350000-07:00,wait hold on how the hell did you find this,,
1351409596840808468,liam,2025-07-16T21:17:08.5090000-07:00,Evil max did that,,
1383647062528364645,adam,2025-07-16T21:18:28.3960000-07:00,its stupid,,
1351409596840808468,liam,2025-07-18T09:22:13.7140000-07:00,Hello,,
1248408198470307882,gabriel,2025-06-18T15:24:57.2460000-07:00,HELLO,,
1248408198470307882,gabriel,2025-06-24T07:22:27.7180000-07:00,die,,
1248408198470307882,gabriel,2025-06-24T07:28:21.5690000-07:00,KILL IT,,
1383647062528364645,adam,2025-06-25T19:18:58.0990000-07:00,evil,,
1383647062528364645,adam,2025-06-27T11:45:11.5890000-07:00,its stupid,,
1383647062528364645,adam,2025-06-27T11:51:23.1190000-07:00,evilgremlin,,
1351409596840808468,liam,2025-03-19T17:22:40.1920000-07:00,evil,,
1351409596840808468,liam,2025-03-19T18:14:17.6240000-07:00,/kill Gabriel mathew bucannon,,"🇫 (1),🇴 (1),🇷 (1),🇹 (1),🇳 (1),🇮 (1),✝️ (1),🇪 (1)"
1351409596840808468,liam,2025-07-04T21:54:14.8410000-07:00,Do you hate trans peoples,,
1383647062528364645,adam,2025-06-16T07:53:06.5800000-07:00,WHY THE HELL ARENT YOU TALKING,,
1248408198470307882,gabriel,2025-06-24T19:39:23.4250000-07:00,hippity hello,,
1351409596840808468,liam,2025-03-18T17:00:59.5520000-07:00,hello,,
1248408198470307882,gabriel,2025-03-18T17:01:04.4080000-07:00,hello,,
1351409596840808468,liam,2025-03-18T22:39:06.7560000-07:00,https://tenor.com/view/invincible-invincible-conquest-conquest-hello-chat-stand-ready-for-my-arrival-invincible-hello-chat-gif-13038544277166512740,,
1351409596840808468,liam,2025-03-22T18:40:53.5030000-07:00,I’m back but movies not done I need night shots (ohh scary NO WAY WHAT THE HELL THAT IS NOT HAPPENING),,
1351409596840808468,liam,2025-03-22T18:42:05.6840000-07:00,NO WAY WHAT THE HELL THAT IS NOT HAPPENING,,
1351409596840808468,liam,2025-03-23T21:12:53.8550000-07:00,Kill,,
1351409596840808468,liam,2025-03-23T21:28:33.4440000-07:00,Stupid,,
1351409596840808468,liam,2025-03-23T21:30:51.3380000-07:00,Stfu stupid hammer,,
1351409596840808468,liam,2025-03-23T21:31:33.2580000-07:00,I don’t care stupid hamber,,
1351409596840808468,liam,2025-03-23T22:43:57.0850000-07:00,and stupid,,
1351409596840808468,liam,2025-03-27T20:44:34.3870000-07:00,SHUT UP,,
1248408198470307882,gabriel,2025-06-27T08:31:34.4970000-07:00,i also got lost jumping over mountains in oregon to hide from a serial killer with hudson and liam but thats not important,,
1248408198470307882,gabriel,2025-06-27T16:31:38.4640000-07:00,hello puny being,,
1351409596840808468,liam,2025-06-27T20:23:35.5140000-07:00,AND KILL YOUR FAMILY,,
1351409596840808468,liam,2025-07-20T18:28:18.4560000-07:00,Stupid,,
1351409596840808468,liam,2025-07-20T18:28:41.0000000-07:00,https://tenor.com/view/hi-poop-head-hello-gif-8781496812055080850,,
1248408198470307882,gabriel,2025-07-20T18:29:25.7820000-07:00,she hasnt sent them yet and they might get killed,,
1351409596840808468,liam,2025-06-28T19:40:30.6750000-07:00,DIE,,
1383647062528364645,adam,2025-07-03T23:53:00.0450000-07:00,ultamite killscreen,,
1351409596840808468,liam,2025-07-03T23:54:51.6230000-07:00,And I’m the stupid one,,
1351409596840808468,liam,2025-07-04T00:10:53.1090000-07:00,Then kill them after telling them about this,,
1383647062528364645,adam,2025-07-04T00:11:37.9950000-07:00,self harm buddies,,
1351409596840808468,liam,2025-07-04T00:16:05.8680000-07:00,Because his pfp makes me want to rip my eyes out then shower then kill myself,,
1248408198470307882,gabriel,2025-07-04T00:28:51.6400000-07:00,HELL YEAH,,
1383647062528364645,adam,2025-07-04T00:48:27.5960000-07:00,or whatever,,
1351409596840808468,liam,2025-07-04T00:54:19.6740000-07:00,DONT KILL HER,,
1248408198470307882,gabriel,2025-07-04T13:29:28.8800000-07:00,HELL YEAH,,
1248408198470307882,gabriel,2025-07-12T18:44:07.3770000-07:00,/commentmessage:i wonder if his ooga senses have been tickledmessage:soft liberalmessage:i can do moremessage:yes i canmessage:himessage:hellomessage:stopmessage:no moremessage:,,
1383647062528364645,adam,2025-07-12T18:54:47.8390000-07:00,whatever you say **gordy**,,
1383647062528364645,adam,2025-07-12T20:36:15.0250000-07:00,whatever you say,,
1248408198470307882,gabriel,2025-07-12T21:12:05.4600000-07:00,WHAT THE HELL,,
1248408198470307882,gabriel,2025-07-12T21:15:59.1490000-07:00,to bad kel gets killed by sweetheart,,
1383647062528364645,adam,2025-07-12T21:16:08.4580000-07:00,shut up,,
1248408198470307882,gabriel,2025-07-12T21:16:41.3630000-07:00,to bad kel dies past that part but right after that,,
1383647062528364645,adam,2025-07-12T23:21:40.8350000-07:00,someone to live for someone to die for,,
1351409596840808468,liam,2025-07-18T15:36:58.6620000-07:00,Hello,,
1351409596840808468,liam,2025-07-20T19:27:58.3970000-07:00,or die,,
